fiscalYear,code,codeDotted,billable,previousLongTitle,newLongTitle,previousShortTitle,newShortTitle
2017,T82868,T82.868,false,"Thrombosis of vascular prosthetic devices, implants and grafts","Thrombosis due to vascular prosthetic devices, implants and grafts",Thrombosis of vascular prosth dev/grft,Thrombosis due to vascular prosth dev/grft
2017,T82868A,T82.868A,true,"Thrombosis of vascular prosthetic devices, implants and grafts, initial encounter","Thrombosis due to vascular prosthetic devices, implants and grafts, initial encounter","Thrombosis of vascular prosth dev/grft, init","Thrombosis due to vascular prosth dev/grft, init"
2017,T82868D,T82.868D,true,"Thrombosis of vascular prosthetic devices, implants and grafts, subsequent encounter","Thrombosis due to vascular prosthetic devices, implants and grafts, subsequent encounter","Thrombosis of vascular prosth dev/grft, subs","Thrombosis due to vascular prosth dev/grft, subs"
2017,T82868S,T82.868S,true,"Thrombosis of vascular prosthetic devices, implants and grafts, sequela","Thrombosis due to vascular prosthetic devices, implants and grafts, sequela","Thrombosis of vascular prosth dev/grft, sequela","Thrombosis due to vascular prosth dev/grft, sequela"
2017,T830,T83.0,false,Mechanical complication of urinary (indwelling) catheter,Mechanical complication of urinary catheter,Mechanical complication of urinary (indwelling) catheter,Mechanical complication of urinary catheter
2017,T8301,T83.01,false,Breakdown (mechanical) of urinary (indwelling) catheter,Breakdown (mechanical) of urinary catheter,Breakdown (mechanical) of urinary (indwelling) catheter,Breakdown (mechanical) of urinary catheter
2017,T83018,T83.018,false,Breakdown (mechanical) of other indwelling urethral catheter,Breakdown (mechanical) of other urinary catheter,Breakdown (mechanical) of other indwelling urethral catheter,Breakdown (mechanical) of other urinary catheter
2017,T83018A,T83.018A,true,"Breakdown (mechanical) of other indwelling urethral catheter, initial encounter","Breakdown (mechanical) of other urinary catheter, initial encounter","Breakdown (mechanical) of indwelling urethral catheter, init","Breakdown (mechanical) of other urinary catheter, init"
2017,T83018D,T83.018D,true,"Breakdown (mechanical) of other indwelling urethral catheter, subsequent encounter","Breakdown (mechanical) of other urinary catheter, subsequent encounter","Breakdown (mechanical) of indwelling urethral catheter, subs","Breakdown (mechanical) of other urinary catheter, subs"
2017,T83018S,T83.018S,true,"Breakdown (mechanical) of other indwelling urethral catheter, sequela","Breakdown (mechanical) of other urinary catheter, sequela","Breakdown of indwelling urethral catheter, sequela","Breakdown (mechanical) of other urinary catheter, sequela"
2017,T8302,T83.02,false,Displacement of urinary (indwelling) catheter,Displacement of urinary catheter,Displacement of urinary (indwelling) catheter,Displacement of urinary catheter
2017,T83028,T83.028,false,Displacement of other indwelling urethral catheter,Displacement of other urinary catheter,Displacement of other indwelling urethral catheter,Displacement of other urinary catheter
2017,T83028A,T83.028A,true,"Displacement of other indwelling urethral catheter, initial encounter","Displacement of other urinary catheter, initial encounter","Displacement of oth indwelling urethral catheter, init","Displacement of other urinary catheter, initial encounter"
2017,T83028D,T83.028D,true,"Displacement of other indwelling urethral catheter, subsequent encounter","Displacement of other urinary catheter, subsequent encounter","Displacement of oth indwelling urethral catheter, subs","Displacement of other urinary catheter, subsequent encounter"
2017,T83028S,T83.028S,true,"Displacement of other indwelling urethral catheter, sequela","Displacement of other urinary catheter, sequela","Displacement of other indwelling urethral catheter, sequela","Displacement of other urinary catheter, sequela"
2017,T8303,T83.03,false,Leakage of urinary (indwelling) catheter,Leakage of urinary catheter,Leakage of urinary (indwelling) catheter,Leakage of urinary catheter
2017,T83038,T83.038,false,Leakage of other indwelling urethral catheter,Leakage of other urinary catheter,Leakage of other indwelling urethral catheter,Leakage of other urinary catheter
2017,T83038A,T83.038A,true,"Leakage of other indwelling urethral catheter, initial encounter","Leakage of other urinary catheter, initial encounter","Leakage of other indwelling urethral catheter, init encntr","Leakage of other urinary catheter, initial encounter"
2017,T83038D,T83.038D,true,"Leakage of other indwelling urethral catheter, subsequent encounter","Leakage of other urinary catheter, subsequent encounter","Leakage of other indwelling urethral catheter, subs encntr","Leakage of other urinary catheter, subsequent encounter"
2017,T83038S,T83.038S,true,"Leakage of other indwelling urethral catheter, sequela","Leakage of other urinary catheter, sequela","Leakage of other indwelling urethral catheter, sequela","Leakage of other urinary catheter, sequela"
2017,T8309,T83.09,false,Other mechanical complication of urinary (indwelling) catheter,Other mechanical complication of urinary catheter,Mech compl of urinary (indwelling) catheter,Other mechanical complication of urinary catheter
2017,T83098,T83.098,false,Other mechanical complication of other indwelling urethral catheter,Other mechanical complication of other urinary catheter,Mech compl of other indwelling urethral catheter,Other mechanical complication of other urinary catheter
2017,T83098A,T83.098A,true,"Other mechanical complication of other indwelling urethral catheter, initial encounter","Other mechanical complication of other urinary catheter, initial encounter","Mech compl of oth indwelling urethral catheter, init encntr","Mech compl of other urinary catheter, initial encounter"
2017,T83098D,T83.098D,true,"Other mechanical complication of other indwelling urethral catheter, subsequent encounter","Other mechanical complication of other urinary catheter, subsequent encounter","Mech compl of oth indwelling urethral catheter, subs encntr","Mech compl of other urinary catheter, subsequent encounter"
2017,T83098S,T83.098S,true,"Other mechanical complication of other indwelling urethral catheter, sequela","Other mechanical complication of other urinary catheter, sequela","Mech compl of other indwelling urethral catheter, sequela","Mech compl of other urinary catheter, sequela"
2017,T83111,T83.111,false,Breakdown (mechanical) of urinary sphincter implant,Breakdown (mechanical) of implanted urinary sphincter,Breakdown (mechanical) of urinary sphincter implant,Breakdown (mechanical) of implanted urinary sphincter
2017,T83111A,T83.111A,true,"Breakdown (mechanical) of urinary sphincter implant, initial encounter","Breakdown (mechanical) of implanted urinary sphincter, initial encounter","Breakdown (mechanical) of urinary sphincter implant, init","Breakdown (mechanical) of implanted urinary sphincter, init"
2017,T83111D,T83.111D,true,"Breakdown (mechanical) of urinary sphincter implant, subsequent encounter","Breakdown (mechanical) of implanted urinary sphincter, subsequent encounter","Breakdown (mechanical) of urinary sphincter implant, subs","Breakdown (mechanical) of implanted urinary sphincter, subs"
2017,T83111S,T83.111S,true,"Breakdown (mechanical) of urinary sphincter implant, sequela","Breakdown (mechanical) of implanted urinary sphincter, sequela","Breakdown (mechanical) of urinary sphincter implant, sequela","Breakdown of implanted urinary sphincter, sequela"
2017,T83112,T83.112,false,Breakdown (mechanical) of urinary stent,Breakdown (mechanical) of indwelling ureteral stent,Breakdown (mechanical) of urinary stent,Breakdown (mechanical) of indwelling ureteral stent
2017,T83112A,T83.112A,true,"Breakdown (mechanical) of urinary stent, initial encounter","Breakdown (mechanical) of indwelling ureteral stent, initial encounter","Breakdown (mechanical) of urinary stent, initial encounter","Breakdown (mechanical) of indwelling ureteral stent, init"
2017,T83112D,T83.112D,true,"Breakdown (mechanical) of urinary stent, subsequent encounter","Breakdown (mechanical) of indwelling ureteral stent, subsequent encounter","Breakdown (mechanical) of urinary stent, subs encntr","Breakdown (mechanical) of indwelling ureteral stent, subs"
2017,T83112S,T83.112S,true,"Breakdown (mechanical) of urinary stent, sequela","Breakdown (mechanical) of indwelling ureteral stent, sequela","Breakdown (mechanical) of urinary stent, sequela","Breakdown (mechanical) of indwelling ureteral stent, sequela"
2017,T83121,T83.121,false,Displacement of urinary sphincter implant,Displacement of implanted urinary sphincter,Displacement of urinary sphincter implant,Displacement of implanted urinary sphincter
2017,T83121A,T83.121A,true,"Displacement of urinary sphincter implant, initial encounter","Displacement of implanted urinary sphincter, initial encounter","Displacement of urinary sphincter implant, initial encounter","Displacement of implanted urinary sphincter, init"
2017,T83121D,T83.121D,true,"Displacement of urinary sphincter implant, subsequent encounter","Displacement of implanted urinary sphincter, subsequent encounter","Displacement of urinary sphincter implant, subs encntr","Displacement of implanted urinary sphincter, subs"
2017,T83121S,T83.121S,true,"Displacement of urinary sphincter implant, sequela","Displacement of implanted urinary sphincter, sequela","Displacement of urinary sphincter implant, sequela","Displacement of implanted urinary sphincter, sequela"
2017,T83122,T83.122,false,Displacement of urinary stent,Displacement of indwelling ureteral stent,Displacement of urinary stent,Displacement of indwelling ureteral stent
2017,T83122A,T83.122A,true,"Displacement of urinary stent, initial encounter","Displacement of indwelling ureteral stent, initial encounter","Displacement of urinary stent, initial encounter","Displacement of indwelling ureteral stent, initial encounter"
2017,T83122D,T83.122D,true,"Displacement of urinary stent, subsequent encounter","Displacement of indwelling ureteral stent, subsequent encounter","Displacement of urinary stent, subsequent encounter","Displacement of indwelling ureteral stent, subs"
2017,T83122S,T83.122S,true,"Displacement of urinary stent, sequela","Displacement of indwelling ureteral stent, sequela","Displacement of urinary stent, sequela","Displacement of indwelling ureteral stent, sequela"
2017,T83191,T83.191,false,Other mechanical complication of urinary sphincter implant,Other mechanical complication of implanted urinary sphincter,Other mechanical complication of urinary sphincter implant,Other mechanical complication of implanted urinary sphincter
2017,T83191A,T83.191A,true,"Other mechanical complication of urinary sphincter implant, initial encounter","Other mechanical complication of implanted urinary sphincter, initial encounter","Mech compl of urinary sphincter implant, initial encounter","Mech compl of implanted urinary sphincter, initial encounter"
2017,T83191D,T83.191D,true,"Other mechanical complication of urinary sphincter implant, subsequent encounter","Other mechanical complication of implanted urinary sphincter, subsequent encounter","Mech compl of urinary sphincter implant, subs encntr","Mech compl of implanted urinary sphincter, subs"
2017,T83191S,T83.191S,true,"Other mechanical complication of urinary sphincter implant, sequela","Other mechanical complication of implanted urinary sphincter, sequela","Mech compl of urinary sphincter implant, sequela","Mech compl of implanted urinary sphincter, sequela"
2017,T83192,T83.192,false,Other mechanical complication of urinary stent,Other mechanical complication of indwelling ureteral stent,Other mechanical complication of urinary stent,Other mechanical complication of indwelling ureteral stent
2017,T83192A,T83.192A,true,"Other mechanical complication of urinary stent, initial encounter","Other mechanical complication of indwelling ureteral stent, initial encounter","Mech compl of urinary stent, initial encounter","Mech compl of indwelling ureteral stent, initial encounter"
